1,84.9793659,34.74729907,1.056087209
1,82.77144208,34.74728775,1.065376471
1,77.89964858,34.74726383,1.062099415
1,59.0300811,34.74718487,1.060087209
1,71.15659353,34.74723312,1.062116959
1,51.61841007,34.74715981,1.095964912
1,84.22167958,34.74729515,1.080559524
1,83.17363187,34.74728979,1.102459302
1,90.90116902,34.7473309,1.058883721
2,79.66444444,35.08589508,1.136504478
2,77.12760343,35.08587465,1.158909231
2,71.59316936,35.08583238,1.152804545
2,53.09833356,35.08571395,1.144765672
2,64.51292486,35.0857829,1.152289394
2,44.7214284,35.08567187,1.242042424
2,78.99415838,35.08588962,1.202826984
2,77.38884476,35.08587673,1.252561194
2,85.66503995,35.08594603,1.144189552
3,83.65248959,34.74848492,1.254278351
3,101.0605701,34.7486525,1.271094737
3,83.40096629,34.74848273,1.266802083
3,84.73509923,34.74849442,1.258773196
3,84.5247771,34.74849256,1.265427083
3,94.9070781,34.74858965,1.260010417
3,101.0593929,34.74865249,1.284617021
3,96.97537655,34.74861034,1.255762887
3,82.25518153,34.74847283,1.254298969
4,115.6090077,40.46087281,0.98925
4,74.75332149,35.57129664,1.008569767
4,68.81070505,34.5022905,1.024465116
4,85.26871392,34.50930566,1.083546512
4,84.97936589,34.74745477,1.056087209
4,103.2323478,35.05393765,1.081790698
4,99.80566001,35.29606896,1.117034884
4,91.83879503,35.46673925,1.068755814
4,93.26925348,35.63747884,1.042587209
4,88.22704677,35.72272199,1.069633721
5,70.60399486,37.57124428,1.178122093
5,75.59470532,34.90774061,1.153930233
5,84.97936589,34.74745477,1.056087209
5,83.76536917,35.0185529,1.01125
5,80.84992373,35.49903852,1.061046512
5,89.8310403,36.05913648,0.991651163
5,86.92608068,36.5997379,0.975877907
5,92.6821068,37.15191465,0.938604651
5,93.22158211,37.6655176,0.94980814
5,91.35592678,38.12347381,0.93694186
